uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,employment,http://www.wikidata.org/entity/Q1073873,Westminster Theological Seminary,2,private not-for-profit educational institution | seminary,1851-1900
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | organization | learned society | honor society,1851-1900
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,employment,http://www.wikidata.org/entity/Q909696,Princeton Theological Seminary,2,private not-for-profit educational institution | seminary,1851-1900
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,membership,http://www.wikidata.org/entity/Q2253579,Schwarzburgbund,1,Korporationsverband,1851-1900
http://www.wikidata.org/entity/Q1701142,John Morrow,1931,employment,http://www.wikidata.org/entity/Q1135398,Corrymeela Community,1,organization,1921-1940
http://www.wikidata.org/entity/Q1713549,Nigel Young,1938,employment,http://www.wikidata.org/entity/Q1191335,Colgate University,3,liberal arts college | private not-for-profit educational institution | private university,1921-1940
http://www.wikidata.org/entity/Q1717689,Walter Capps,1934,employment,http://www.wikidata.org/entity/Q263064,"University of California, Santa Barbara",4,public educational institution of the United States | university | university building | public university,1921-1940
http://www.wikidata.org/entity/Q174908,Michael Moore,1954,membership,http://www.wikidata.org/entity/Q164182,Democratic Socialists of America,1,political organization,1941-1960
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q156598,Leiden University,2,organization | university,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q938622,Pontifical Academy of Sciences,3,national academy | pontifical academy | academy of sciences,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q83172,Russian Academy of Sciences,2,publishing company | academy of sciences,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q797897,Fitzwilliam College,2,college of the University of Cambridge | university building,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q414188,Göttingen Academy of Sciences and Humanities in Lower Saxony,1,academy of sciences,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q543804,German Academy of Sciences Leopoldina,3,national academy | learned society | academy of sciences,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q850730,University of Groningen,2,public research university | organization,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q265058,Hungarian Academy of Sciences,4,public body | national academy | organization | academy of sciences,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q369839,University of Szeged,2,open-access publisher | university,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q270794,National Academy of Sciences,4,academic publisher | production company | publishing company | academy of sciences,1851-1900
http://www.wikidata.org/entity/Q180861,Roger Waters,1943,membership,http://www.wikidata.org/entity/Q2306,Pink Floyd,1,rock band,1941-1960
http://www.wikidata.org/entity/Q180861,Roger Waters,1943,membership,http://www.wikidata.org/entity/Q2735861,Sigma 6,1,musical group,1941-1960
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q1541947,Daughters of the American Revolution,2,nonprofit organization | women's club,1851-1900
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q3308284,Alpha Kappa Alpha,1,sorority,1851-1900
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | organization | learned society | honor society,1851-1900
http://www.wikidata.org/entity/Q1819940,Leopoldine Kulka,1872,employment,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1851-1900
http://www.wikidata.org/entity/Q1819940,Leopoldine Kulka,1872,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q6509076,League of Nations Union,1,organization,1851-1900
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q12353075,National Union of Societies for Equal Citizenship,1,organization,1851-1900
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,employment,http://www.wikidata.org/entity/Q333886,Georgetown University,4,Catholic university | private not-for-profit educational institution | research university | private university,1901-1920
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,employment,http://www.wikidata.org/entity/Q846101,Georgetown University Law Center,1,law school,1901-1920
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1901-1920
http://www.wikidata.org/entity/Q18818063,Hideo Fujita,1931,employment,http://www.wikidata.org/entity/Q1149176,Rissho University,1,university,1921-1940
http://www.wikidata.org/entity/Q18818455,Tano Jōdai,1882,employment,http://www.wikidata.org/entity/Q1143226,Japan Women's University,2,private university,1851-1900
http://www.wikidata.org/entity/Q192165,Danny Glover,1946,employment,http://www.wikidata.org/entity/Q740308,UNICEF,1,organization established by the United Nations,1941-1960
http://www.wikidata.org/entity/Q19666920,Roh Su-hui,1944,membership,http://www.wikidata.org/entity/Q12616593,Pan-Korean Alliance for Reunification,1,non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q19840720,Élisabeth Decrey Warner,1953,employment,http://www.wikidata.org/entity/Q5532982,Geneva Call,2,nonprofit organization | non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q19892924,Keith McHenry,1957,membership,http://www.wikidata.org/entity/Q1137514,Indymedia,2,organization | social media,1941-1960
http://www.wikidata.org/entity/Q19892924,Keith McHenry,1957,membership,http://www.wikidata.org/entity/Q580916,Food Not Bombs,1,organization,1941-1960
http://www.wikidata.org/entity/Q19892924,Keith McHenry,1957,membership,http://www.wikidata.org/entity/Q5125475,Clamshell Alliance,1,political organization,1941-1960
http://www.wikidata.org/entity/Q20031784,Anna Charlotte Ruys,1898,employment,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1851-1900
http://www.wikidata.org/entity/Q20031817,Maria Boissevain,1878,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q20127,Wilhelm Liebknecht,1826,membership,http://www.wikidata.org/entity/Q183725,International Workingmen's Association,2,organization | political international,1801-1850
http://www.wikidata.org/entity/Q206446,Christian Lous Lange,1869,membership,http://www.wikidata.org/entity/Q49260,Norwegian Association for Women's Rights,1,political organization,1851-1900
http://www.wikidata.org/entity/Q20717409,Vilma Glücklich,1872,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q20717409,Vilma Glücklich,1872,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q20739101,Tracy Dickinson Mygatt,1885,employment,http://www.wikidata.org/entity/Q18386297,Campaign for World Government,2,international non-governmental organization | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q20752213,Olga Misař,1876,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q130965,Fordham University,2,private not-for-profit educational institution | private university,1851-1900
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q333886,Georgetown University,4,Catholic university | private not-for-profit educational institution | research university | private university,1851-1900
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q168000,American University,3,private not-for-profit educational institution | research university | private university,1851-1900
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q179036,The Catholic University of America,1,Catholic university,1851-1900
http://www.wikidata.org/entity/Q21014537,Thora Daugaard,1874,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q21098475,Virginie Griess-Traut,1814,membership,http://www.wikidata.org/entity/Q76391871,Société pour l'amélioration du sort de la femme et la revendication de ses droits,1,association,1801-1850
http://www.wikidata.org/entity/Q211239,Jody Williams,1950,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,international organization | advocacy group,1941-1960
http://www.wikidata.org/entity/Q211239,Jody Williams,1950,employment,http://www.wikidata.org/entity/Q1472358,University of Houston,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q21151762,Wilson A. Head,1914,membership,http://www.wikidata.org/entity/Q502044,NAACP,2,advocacy group | nonprofit organization,1901-1920
http://www.wikidata.org/entity/Q211856,"Philip Noel-Baker, Baron Noel-Baker",1889,employment,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,public research university | higher education institution | educational organization,1851-1900
http://www.wikidata.org/entity/Q211856,"Philip Noel-Baker, Baron Noel-Baker",1889,employment,http://www.wikidata.org/entity/Q38130,League of Nations,2,intergovernmental organization | international organization,1851-1900
http://www.wikidata.org/entity/Q214959,Harry Belafonte,1927,membership,http://www.wikidata.org/entity/Q27629697,The Sanders Institute,1,organization,1921-1940
http://www.wikidata.org/entity/Q214959,Harry Belafonte,1927,employment,http://www.wikidata.org/entity/Q740308,UNICEF,1,organization established by the United Nations,1921-1940
http://www.wikidata.org/entity/Q214959,Harry Belafonte,1927,membership,http://www.wikidata.org/entity/Q47464419,"Mayoral Advisory Commission on City Art, Monuments, and Markers",2,report | blue-ribbon panel,1921-1940
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867,employment,http://www.wikidata.org/entity/Q49205,Wellesley College,3,university | women's college | private not-for-profit educational institution,1851-1900
http://www.wikidata.org/entity/Q21536171,Cecilia Annie John,1877,employment,http://www.wikidata.org/entity/Q134527475,Women's Political Association of Victoria,2,organization | women's rights organization,1851-1900
http://www.wikidata.org/entity/Q21536171,Cecilia Annie John,1877,employment,http://www.wikidata.org/entity/Q24901308,Women's Peace Army,2,women's organization | organization,1851-1900
http://www.wikidata.org/entity/Q21536477,Margaret Sturge Watts,1892,employment,http://www.wikidata.org/entity/Q24901308,Women's Peace Army,2,women's organization | organization,1851-1900
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q115386202,Mothers for Police Accountability,1,nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q3550308,Service Employees International Union,1,labor union,1921-1940
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q655029,International Brotherhood of Teamsters,2,nonprofit organization | labor union,1921-1940
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q5137984,Coalition of Labor Union Women,2,women's organization | labor union,1921-1940
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q3538166,United Food and Commercial Workers (United States),2,nonprofit organization | labor union,1921-1940
http://www.wikidata.org/entity/Q232407,Jeannette Rankin,1880,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q23303240,Ann Messner,1952,employment,http://www.wikidata.org/entity/Q1204714,Pratt Institute,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q235321,Jill Stein,1950,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q23670988,Zahra' Langhi,1975,membership,http://www.wikidata.org/entity/Q104864601,Libyan Political Dialogue Forum,1,government organization,1961-1980
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q218868,Trilateral Commission,3,international organization | non-governmental organization | think tank,1921-1940
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,employment,http://www.wikidata.org/entity/Q621043,Emory University,2,private not-for-profit educational institution | private university,1921-1940
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q1517662,The Elders,2,organization | non-governmental organization,1921-1940
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q468865,American Legion,2,veterans' organization | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q23802321,Hagar Rublev,1954,employment,http://www.wikidata.org/entity/Q4868474,Bat Shalom,2,organization | non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q23802321,Hagar Rublev,1954,membership,http://www.wikidata.org/entity/Q1083473,Women in Black,2,history of feminism | peace movement,1941-1960
http://www.wikidata.org/entity/Q23802321,Hagar Rublev,1954,employment,http://www.wikidata.org/entity/Q26683,Palestine Liberation Organization,2,political organization | political coalition,1941-1960
http://www.wikidata.org/entity/Q23815106,Max Habicht,1899,employment,http://www.wikidata.org/entity/Q38130,League of Nations,2,intergovernmental organization | international organization,1851-1900
http://www.wikidata.org/entity/Q23815106,Max Habicht,1899,membership,http://www.wikidata.org/entity/Q468581,American Society of International Law,2,regulatory college | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q2385909,Jean Toulat,1915,employment,http://www.wikidata.org/entity/Q3213561,La Vie,1,newspaper,1901-1920
http://www.wikidata.org/entity/Q238840,Richard Anderson Falk,1930,employment,http://www.wikidata.org/entity/Q21578,Princeton University,5,research university | private university | Colonial Colleges | academic publisher | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q241299,Julia Ward Howe,1819,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1801-1850
http://www.wikidata.org/entity/Q242128,Anna Louise Strong,1885,membership,http://www.wikidata.org/entity/Q73281569,Washington Alpine Club,1,sports club,1851-1900
http://www.wikidata.org/entity/Q244441,Pete Seeger,1919,membership,http://www.wikidata.org/entity/Q664062,The Weavers,1,musical group,1901-1920
http://www.wikidata.org/entity/Q2587497,Jan Gruiters,1956,employment,http://www.wikidata.org/entity/Q2003651,PAX,3,nonprofit organization | non-governmental organization | peace movement,1941-1960
http://www.wikidata.org/entity/Q2596377,Helen Zia,1952,membership,http://www.wikidata.org/entity/Q2128498,Committee of 100,1,501(c)(3) organization,1941-1960
http://www.wikidata.org/entity/Q26251089,Vida Milholland,1888,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1851-1900
http://www.wikidata.org/entity/Q268322,Han Ryner,1861,membership,http://www.wikidata.org/entity/Q41726,freemasonry,2,social group | fraternal organization,1851-1900
http://www.wikidata.org/entity/Q270115,Nurit Peled-Elhanan,1949,employment,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,employment,http://www.wikidata.org/entity/Q49115,Cornell University,5,research university | private university | land-grant university | sun grant institution | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1921-1940
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,employment,http://www.wikidata.org/entity/Q49119,Brandeis University,3,university | university campus | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q27323115,Dora Staudinger,1886,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q27323115,Dora Staudinger,1886,employment,http://www.wikidata.org/entity/Q2534714,Vorwärts,1,newspaper,1851-1900
http://www.wikidata.org/entity/Q274840,Marie Equi,1872,membership,http://www.wikidata.org/entity/Q1966921,National American Woman Suffrage Association,1,organization,1851-1900
http://www.wikidata.org/entity/Q2750926,Harry van den Bergh,1942,membership,http://www.wikidata.org/entity/Q939743,Parliamentary Assembly of the Council of Europe,1,parliamentary assembly,1941-1960
http://www.wikidata.org/entity/Q2778068,Mattityahu Peled,1923,employment,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1921-1940
http://www.wikidata.org/entity/Q27957196,Arthur Honeyman,1940,employment,http://www.wikidata.org/entity/Q17107972,Oregon Bureau of Labor and Industries,1,government agency,1921-1940
http://www.wikidata.org/entity/Q27957196,Arthur Honeyman,1940,employment,http://www.wikidata.org/entity/Q4680360,Adams High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q28228969,Robert Greenblatt,1938,employment,http://www.wikidata.org/entity/Q49115,Cornell University,5,research university | private university | land-grant university | sun grant institution | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q283659,Barbara Ehrenreich,1941,membership,http://www.wikidata.org/entity/Q164182,Democratic Socialists of America,1,political organization,1941-1960
http://www.wikidata.org/entity/Q283659,Barbara Ehrenreich,1941,employment,http://www.wikidata.org/entity/Q284392,Office of Management and Budget,1,United States federal agency,1941-1960
http://www.wikidata.org/entity/Q283659,Barbara Ehrenreich,1941,employment,http://www.wikidata.org/entity/Q7603624,State University of New York at Old Westbury,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q28406120,Carl Heath,1869,employment,http://www.wikidata.org/entity/Q6974842,National Peace Council,1,peace organization,1851-1900
http://www.wikidata.org/entity/Q28549922,Kay Bullitt,1925,employment,http://www.wikidata.org/entity/Q7460933,Shady Hill School,1,school,1921-1940
http://www.wikidata.org/entity/Q2866896,Viktor Popkov,1946,membership,http://www.wikidata.org/entity/Q851563,Memorial,3,human rights organization | historical society | umbrella organization,1941-1960
http://www.wikidata.org/entity/Q2902302,Mordechai Bar-On,1928,employment,http://www.wikidata.org/entity/Q41189,Jewish Agency for Israel,1,nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q2902302,Mordechai Bar-On,1928,employment,http://www.wikidata.org/entity/Q58967,Israel Defense Forces,1,armed forces,1921-1940
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1851-1900
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q131626,Smithsonian Institution,3,institution | museum | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,membership,http://www.wikidata.org/entity/Q191583,Royal Swedish Academy of Sciences,4,national academy | Swedish Royal Academies | building | academy of sciences,1851-1900
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington,2,public research university | public educational institution of the United States,1851-1900
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q1017974,Butler University,2,private not-for-profit educational institution | private university,1851-1900
http://www.wikidata.org/entity/Q2907490,Bo Gritz,1939,membership,http://www.wikidata.org/entity/Q482421,United States Army Special Forces,4,United States special operations forces | branch of service | United States Army formation | military unit branch-type class,1921-1940
http://www.wikidata.org/entity/Q29558888,Eugénia Miskolczy Meller,1872,membership,http://www.wikidata.org/entity/Q29655242,Feminist Association,2,voluntary association | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q29558888,Eugénia Miskolczy Meller,1872,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q2967444,Chrystal Macmillan,1872,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,6,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q2967444,Chrystal Macmillan,1872,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,8,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q30141300,Gertrud Baer,1890,employment,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q3051951,Eqbal Ahmad,1933,employment,http://www.wikidata.org/entity/Q1706859,Hampshire College,3,liberal arts college | Colleges That Change Lives | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q3051951,Eqbal Ahmad,1933,employment,http://www.wikidata.org/entity/Q131252,University of Chicago,3,private not-for-profit educational institution | research university | private university,1921-1940
http://www.wikidata.org/entity/Q3051951,Eqbal Ahmad,1933,employment,http://www.wikidata.org/entity/Q21578,Princeton University,5,research university | private university | Colonial Colleges | academic publisher | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q306514,Abbie Hoffman,1936,membership,http://www.wikidata.org/entity/Q1890424,Youth International Party,1,political party,1921-1940
http://www.wikidata.org/entity/Q3089826,Paul Robin,1837,membership,http://www.wikidata.org/entity/Q183725,International Workingmen's Association,2,organization | political international,1801-1850
http://www.wikidata.org/entity/Q311161,Jesse Ventura,1951,membership,http://www.wikidata.org/entity/Q46881,Mongols Motorcycle Club,2,motorcycle club | outlaw motorcycle club,1941-1960
http://www.wikidata.org/entity/Q3131945,Henri Roser,1899,membership,http://www.wikidata.org/entity/Q1577256,International Fellowship of Reconciliation,3,publishing company | organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q313603,William James Sidis,1898,employment,http://www.wikidata.org/entity/Q842909,Rice University,3,private not-for-profit educational institution | research university | private university,1851-1900
http://www.wikidata.org/entity/Q314269,Lawrence Ferlinghetti,1919,employment,http://www.wikidata.org/entity/Q7728724,The Daily Tar Heel,2,student newspaper | newspaper,1901-1920
http://www.wikidata.org/entity/Q314269,Lawrence Ferlinghetti,1919,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1901-1920
http://www.wikidata.org/entity/Q315910,Murray Bookchin,1921,membership,http://www.wikidata.org/entity/Q3240512,Young Communist League USA,2,organization | young communist league,1921-1940
http://www.wikidata.org/entity/Q3177681,Jessica Mathews,1946,membership,http://www.wikidata.org/entity/Q40358,American Association for the Advancement of Science,4,international organization | nonprofit organization | academic publisher | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q3177681,Jessica Mathews,1946,membership,http://www.wikidata.org/entity/Q466089,American Philosophical Society,2,learned society | nonprofit organization,1941-1960
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q1036470,Kwansei Gakuin University,1,private university,1921-1940
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q1152190,Ritsumeikan University,1,university,1921-1940
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q632004,Radboud University Nijmegen,2,organization | university,1921-1940
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q336264,Kyoto University,4,comprehensive university | academic publisher | university | national university,1921-1940
http://www.wikidata.org/entity/Q318509,Henry Rollins,1961,membership,http://www.wikidata.org/entity/Q1418521,State of Alert,1,musical group,1961-1980
http://www.wikidata.org/entity/Q319799,Russell Means,1939,membership,http://www.wikidata.org/entity/Q465140,American Indian Movement,3,indigenous rights organization | political movement | non-governmental organization,1921-1940
http://www.wikidata.org/entity/Q3218772,Bernard Nijboer,1915,employment,http://www.wikidata.org/entity/Q221653,Utrecht University,1,public research university,1901-1920
http://www.wikidata.org/entity/Q3263678,Louise Bodin,1877,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q3264399,Goldsworthy Lowes Dickinson,1862,employment,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,public research university | higher education institution | educational organization,1851-1900
http://www.wikidata.org/entity/Q32662312,Idy Hegnauer,1909,membership,http://www.wikidata.org/entity/Q632013,Service Civil International,1,peace organization,1901-1920
http://www.wikidata.org/entity/Q3271466,Léon Émery,1898,membership,http://www.wikidata.org/entity/Q1429947,Human Rights League,1,organization,1851-1900
http://www.wikidata.org/entity/Q328066,Louis P. Lochner,1887,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | organization | learned society | honor society,1851-1900
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez,1934,employment,http://www.wikidata.org/entity/Q235034,University of Pittsburgh,5,public educational institution of the United States | open-access publisher | research university | private university | public–private partnership,1921-1940
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez,1934,employment,http://www.wikidata.org/entity/Q1420239,Temple University,3,public educational institution of the United States | collection | university,1921-1940
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez,1934,membership,http://www.wikidata.org/entity/Q3308284,Alpha Kappa Alpha,1,sorority,1921-1940
http://www.wikidata.org/entity/Q334288,Jello Biafra,1958,membership,http://www.wikidata.org/entity/Q20687614,The Witch Trials,1,musical group,1941-1960
http://www.wikidata.org/entity/Q335011,Thomas Merton,1915,employment,http://www.wikidata.org/entity/Q93662,St. Bonaventure University,2,private not-for-profit educational institution | university,1901-1920
http://www.wikidata.org/entity/Q337373,Olaf Stapledon,1886,employment,http://www.wikidata.org/entity/Q499510,University of Liverpool,2,educational organization | public university,1851-1900
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,membership,http://www.wikidata.org/entity/Q123885,Royal Society,6,national academy | publishing company | open-access publisher | organization | learned society | academy of sciences,1851-1900
